,paperId,abstract
10,7ddd9067f715d091dd19b76faf7a1dc8e2efa85b,
11,5a6178f4bcff6445bf902ad415a4986849aead87,"Abstract Yarkoni argues that researchers making broad inferences often use impoverished statistical models that fail to include important sources of variation as random effects. We argue, however, that for many common study designs, random effects are inappropriate and insufficient to draw general inferences, as the source of variation is not random, but systematic."
12,29c7cce9b5ab810e200c6e0bba58b75e4552e5b1,"The spread of misinformation online is a global problem that requires global solutions. To that end, we conducted an experiment in 16 countries across 6 continents (N = 33,480) to investigate predictors of susceptibility to misinformation and interventions to combat misinformation. In every country, participants with a more analytic cognitive style and stronger accuracy-related motivations were better at discerning truth from falsehood; valuing democracy was also associated with greater truth discernment whereas political conservatism was negatively associated with truth discernment in most countries. Subtly prompting people to think about accuracy was broadly effective at improving the veracity of news that people were willing to share, as were minimal digital literacy tips. Finally, crowdsourced accuracy evaluation was able to differentiate true from false headlines with high accuracy in all countries. The consistent patterns we observe suggest that the psychological factors underlying the misinformation challenge are similar across the globe, and that similar solutions may be broadly effective."
13,9fafdd2a5ffb7e054ba4820cec514fb3315e3ee0,"Peptide transporters play important nutritional and cell signalling roles in Bacillus subtilis, which are pronounced during stationary phase adaptations and development. Three high-affinity ATP-binding cassette (ABC) family transporters are involved in peptide uptake - the oligopeptide permease (Opp), another peptide permease (App) and a less well-characterized dipeptide permease (Dpp). Here we report crystal structures of the extracellular substrate binding proteins, OppA and DppE, which serve the Opp and Dpp systems, respectively. The structure of OppA was determined in complex with endogenous peptides, modelled as Ser-Asn-Ser-Ser, and with the sporulation-promoting peptide Ser-Arg-Asn-Val-Thr, which bind with K d values of 0.4 and 2 µM, respectively, as measured by isothermal titration calorimetry. Differential scanning fluorescence experiments with a wider panel of ligands showed that OppA has highest affinity for tetra- and penta-peptides. The structure of DppE revealed the unexpected presence of a murein tripeptide (MTP) ligand, l-Ala-d-Glu-meso-DAP, in the peptide binding groove. The mode of MTP binding in DppE is different to that observed in the murein peptide binding protein, MppA, from Escherichia coli, suggesting independent evolution of these proteins from an OppA-like precursor. The presence of MTP in DppE points to a role for Dpp in the uptake and recycling of cell wall peptides, a conclusion that is supported by analysis of the genomic context of dpp, which revealed adjacent genes encoding enzymes involved in muropeptide catabolism in a gene organization that is widely conserved in Firmicutes."
14,1ba0822680eba3febabb3c2b648c812cc6514476,"To craft effective public policy, modern governments must gather and analyze data on both the performance of their public functions and the responses by the public. Federal administrative agencies such as the Patent Office and Centers for Disease Control routinely do this, as does the United States Congress. More importantly, they make such data freely accessible. Within the United States government, however, the judicial branch is a conspicuous outlier. In theory, federal court records could be used to evaluate the efficiency and fairness of the justice system. In practice, court records are effectively out of reach because they sit behind a government paywall. This financial barrier, along with an equally important myriad of technical obstacles, have forestalled the development of AI-driven analysis that could enable a systematic understanding and evaluation of the work of the courts.
The Systematic Content Analysis of Litigation EventS Open Knowledge Network (SCALES OKN) seeks to address this situation by transforming the transparency and accessibility of court records. The SCALES OKN will potentiate the development of new AI solutions that will benefit the judiciary, legal scholars, and the public. In this article, we outline some of key financial, technical, and policy challenges to developing novel AI solutions."
15,287d5dcbda5140681e72f345be9b172e52074f6a,"Myxoid degeneration of the cardiac valves is a common feature in a heterogeneous group of disorders that includes Marfan syndrome and isolated valvular diseases. Mitral valve prolapse is the most common outcome of these and remains one of the most common indications for valvular surgery. While the etiology of the disease is unknown, recent genetic studies have demonstrated that an X‐linked form of familial cardiac valvular dystrophy can be attributed to mutations in the Filamin‐A gene. Since these inheritable mutations are present from conception, we hypothesize that filamin‐A mutations present at the time of valve morphogenesis lead to dysfunction that progresses postnatally to clinically relevant disease. Therefore, by carefully evaluating genetic factors (such as filamin‐A) that play a substantial role in MVP, we can elucidate relevant developmental pathways that contribute to its pathogenesis. In order to understand how developmental expression of a mutant protein can lead to valve disease, the spatio‐temporal distribution of filamin‐A during cardiac morphogenesis must first be characterized. Although previously thought of as a ubiquitously expressed gene, we demonstrate that filamin‐A is robustly expressed in non‐myocyte cells throughout cardiac morphogenesis including epicardial and endocardial cells, and mesenchymal cells derived by EMT from these two epithelia, as well as mesenchyme of neural crest origin. In postnatal hearts, expression of filamin‐A is significantly decreased in the atrioventricular and outflow tract valve leaflets and their suspensory apparatus. Characterization of the temporal and spatial expression pattern of filamin‐A during cardiac morphogenesis is a crucial first step in our understanding of how mutations in filamin‐A result in clinically relevant valve disease. Developmental Dynamics 239:2118–2127, 2010 © 2010 Wiley‐Liss, Inc."
16,91be47d2f99f63666e983a3c01c661fb2bc127c7,"espanolAl tiempo que Mexico evalua su relativo exito tras haber cumplido con los objetivos de la Educacion para Todos 2015, las oportunidades de escolarizacion en diversas partes de la nacion se ven afectadas por el fenomeno migratorio internacional y la riqueza resultante del capital financiero que recibe por parte de la poblacion emigrante. Si esta transformacion ha resultado ser positiva o negativa en lo que respecta a la escolarizacion de quienes quedan atras se ha convertido en tema de debate y especulacion. Esta investigacion busca analizar esta cuestion en profundidad a traves del examen del impacto que tienen las remesas financieras en la escolaridad de una comunidad prominente de poblacion emigrante en el sur de Mexico. Se presenta un estudio de casos en cuatro jovenes de este pueblo que se encuentran en edad escolar y que son receptores de remesas por parte de sus padres residentes en los Estados Unidos. Si bien resultan potencialmente utiles para mejorar el rendimiento escolar y los logros academicos, se observa que las remesas no tienen por si mismas el peso suficiente para mejorar los resultados educativos y, en algunos casos, pueden contribuir a que los jovenes partan en la busqueda de caminos alternativos a la escolaridad. La capacidad de las madres para ayudar a sus hijos con las tareas -en funcion de la educacion que ellas mismas hayan recibido- parece ser un factor determinante al momento de tomar esta decision. Tambien se observa que los valores implicitos y explicitos vinculados a la educacion que reciben por parte de los padres ausentes juegan un rol importante en las elecciones academicas que realicen. Se discuten las implicancias de estos hallazgos para el progreso de Mexico en el cumplimiento de los objetivos de la Educacion Para Todos 2015. EnglishAs Mexico assesses its relative success in meeting the Education For All 2015 goals, schooling opportunities in many parts of the nation have been impacted by the international migration phenomenon and the resulting troves of financial capital it receives by way of absent migrants. Whether this transformation has been a net positive or negative in regards to the schooling of those remaining behind has been subject to debate and speculation. This research delves into this question through an examination of the impact of financial remittances on schooling within one prominent migrantsending community in southern Mexico. This paper presents case studies of four in-school youth in the town who receive remittance income from fathers residing in the United States. We find that remittances, while potentially helpful for schooling performance and attainment, are alone not enough to boost educational outcomes and in some cases can contribute to the pursuit of non-schooling pathways for youth. In the presence of remittances, the ability of mothers to aid their children with school related tasks—usually as a result of relatively high educational attainment in their own right—appears to be a critical mediator of these pathways. We also find that the explicit and implicit values regarding education transmitted by absent parents to play a role in subsequent student academic trajectories. The implications of these findings for Mexico’s progress in attaining the Educational For All 2015 goals are discussed."
17,1e75f73a62b37d008c6e65037bafc53d31a94f96,
18,df5623230ee214e71bec000cf23dbfb7a46c090d,
19,659e5481b2d96f7a251a92804b956a45dccf0cd9,
20,38dfe5dfbdf8a6fa2e486457b371f0c4d8bfb34c,"To effectively assist us with our daily tasks, service robots need object recognition methods that perform robustly in dynamic environments. Our prior work has shown that augmenting Deep Learning (DL) methods with knowledge-based reasoning can drastically improve the reliability of object recognition systems. This paper proposes a novel method to equip DL-based object recognition with the ability to reason on the typical size and spatial relations of objects. Experiments in a real-world robotic scenario show that the proposed hybrid architecture significantly outperforms DL-only solutions."
21,5eb19b74dfe6ffe7cc5d9594477d9b6cbaa2bf05,"The World Health Organization (WHO) declared COVID-19 a pandemic in early 2020, and it arrived in Indonesia in March 2020. Not everyone in the world, including Indonesians, views the pandemic in the same way. Analyzing Covid-19 Facebook posts is a good way to gauge public opinion about the pandemic. The goal of this study is to examine public sentiment in Indonesia regarding the Covid-19 disease outbreak by analyzing reactions to Facebook posts, particularly those from verified government accounts, which will be compared to accounts from news portals. With the help of CrowdTangle, 1211 Facebook posts containing the word ""wabah covid-19"" from 10 government officials and 10 news portals were collected between January 21, 2020, and January 21, 2021, for this study. Boxplot and word cloud visualizations, as well as statistical tests, were used to confirm different sentiment in posts by different types of accounts, as well as different public reactions. Posts from government officials, on the other hand, tended to be more positive, whereas posts from news portals tended to be more negative. Furthermore, posts by government officials tended to receive more positive reactions, regardless of their sentiment, compared to posts by news portals, which received a variety of public reactions depending on the sentiment."
22,bbe2fa67dea70507af28109f50629952199d22b0,"We uncover a previously unknown, ongoing as-troturfing attack on the popularity mechanisms of social media platforms: ephemeral astroturfing attacks. In this attack, a chosen keyword or topic is artificially promoted by coordinated and inauthentic activity to appear popular, and, crucially, this activity is removed as part of the attack. We observe such attacks on Twitter trends and find that these attacks are not only successful but also pervasive. We detected over 19,000 unique fake trends promoted by over 108,000 accounts, including not only fake but also compromised accounts, many of which remained active and continued participating in the attacks. Trends astroturfed by these attacks account for at least 20% of the top 10 global trends. Ephemeral astroturfing threatens the integrity of popularity mechanisms on social media platforms and by extension the integrity of the platforms."
23,0250b18e686a7026a3b0902e48c2af9d9472160a,"Considering the fact that learning difficulties are mostly related to academic learning, and students first encounter tasks related with academic learning during the pre-school, it is critical for early intervention that the first symptoms of students with potential learning disability are detected by the pre-school teachers. The aim of this research is to examine knowledge levels of pre-school teachers about the characteristics of learning difficulties that 3–6 years old students, in the pre-school period, may show. With this aim in mind, the development of the “Test for identifying characteristics of learning disabilities in pre-school students (3-6 years)” was completed with 471 pre-school teachers and pre-school teacher candidates of the last grade of pre-school education program. The research has been done in the survey model with a quantitative approach. The sample of the study consists of 291 pre-school teachers. The data have been collected by means of the “Test for identifying characteristics of learning disabilities in pre-school students (3-6 years)” and analyzed using descriptive statistics techniques. At the end of the research, it has been found that there are no statistically significant differences in knowledge levels of pre-school teachers regarding the cognitive, affective, social and motor characteristics of learning disabilities in terms of their gender, the program they have graduated from, having taken courses on special education, having taken courses on learning disabilities, the types of institutions they worked at, and their class sizes. It has been found that there are statistically significant differences in their knowledge levels about cognitive, affective, social and motor characteristics of learning disabilities according to the length of service, teaching students with learning disabilities, having inclusive students in their class, having a relative in need of special education, and teaching students with learning disabilities variables."
24,012c323a51819d12230ec19af946994f14919dfb,
25,1e0ec5974d42f8538f0e111a0591dd37d1a9b3db,"は じめに 近年, 消化器疾患に対する超音波検査を初めと す る画像診断の進歩により, 実質臓器特に肝の腫 瘍 性病 変 の発 見 の機 会 が増 えて い る. Focal Nodular Hyperplasia (以下FNHと 略す) は, 1956年 Edmondson1)に よ り概念 が明 らかに され て以来, 稀な疾患 とされていたが, 最近報告例の 増加を認め るようになつた2)~8)のも, 画像診断の 進歩によるもの と考 える. 今回, 我々は成人女性 におけるFNHの1例 を経験 したので, 本邦報告 44例 を文献的に集計 し, 特にその画像診断を中心 に考察を加 えて報告する. 症 例 患者: 52歳, 女性. 主訴: 左上腹部痛. 家族歴: 特記すべ きことなし. 既往歴: 40歳時子宮筋腫にて子宮全摘術および 片側卵巣摘出術, 48歳 時躁欝病 と診断されて約2 年間の投薬治療を受けた. 経 口避妊薬内服の既往 はない. 現病歴: 約20年 前か ら特に誘因なく時々左上腹 部痛を認めていた. 昭和59年2月 にも同様の痛み を覚え近医を受診, CT検 査にて肝腫瘤 の指摘を 受け, 同年5月 当科に紹介され精査のため入院し た. 入院時現症: 体格中等, 栄養良, 黄疸, 貧血 な く, 胸部異常所見なし. 下腹部正中に約9cmの 手 術創を認めた. 入院時検査成績: 血液検査成績は全て正常範囲 内で, 各種腫瘍マーカーも正常値であつた(Table 1). 画像診断所見: 1) 超音波検査所見: 肝実質エコーは均一で, 腫 瘤陰影は描出出来なかつた. 2) CT所 見: Plain CTで 肝左葉外側区域に低"
26,0829c507c4b72ed5ed85747d6729da8f0028b713,
27,278ee370f2649cfb844a42de5276153432685dcb,"One important aspect of understanding behaviors of information cascades is to be able to accurately predict their popularity, that is, their message counts at any future time. Self-exciting Hawkes processes have been widely adopted for such tasks due to their success in describing cascad-ing behaviors. In this paper, for general, marked Hawkes point processes, we present closed-form expressions for the mean and variance of future event counts, conditioned on observed events. Furthermore, these expressions allow us to de-velop a predictive approach, namely, Cascade Anytime Size Prediction via self-Exciting Regression model (CASPER), which is specifically tai-lored to popularity prediction, unlike existing generative approaches – based on point processes – for the same task. We showcase CASPER’s merits via experiments entailing both synthetic and real-world data, and demonstrate that it considerably improves upon prior works in terms of accuracy, especially for early-stage prediction."
28,04deee6b53867da25ce6aa3275ab9f06d24b7153,"Several explainable AI methods allow a Machine Learning user to get insights on the classification process of a black-box model in the form of local linear explanations. With such information, the user can judge which features are locally relevant for the classification outcome, and get an understanding of how the model reasons. Standard supervised learning processes are purely driven by the original features and target labels, without any feedback loop informed by the local relevance of the features identified by the post-hoc explanations.In this paper, we exploit this newly obtained information to design a feature engineering phase, where we combine explanations with feature values. To do so, we develop two different strategies, named Iterative Dataset Weighting and Targeted Replacement Values, which generate streamlined models that better mimic the explanation process presented to the user. We show how these streamlined models compare to the original black-box classifiers, in terms of accuracy and compactness of the newly produced explanations."
29,c987f900cb9c3f40a69963d0068a5e7f13587fe5,"Background: Models of collective decision-making typically assume that individuals sample information independently and decide instantaneously. In most natural and sociological settings, however, decisions occur over some timescale in which group members gather information—often from multiple sources. Information sources may persist for varying lengths of time or be viewed concurrently and identically by multiple group members. These tendencies introduce spatio-temporal correlations in gathered information with poorly understood consequences. Research Design: Here, we develop a collective decision-making model in which individuals’ access and switch between two conflicting cues that differ in their spatio-temporal properties. Results: Our model reveals that spatially and temporally correlated cues can profoundly affect collective decisions. Specifically, we observe that spatially correlated cues are dominant when individuals rarely switch between sources of information. Temporally correlated cues, on the other hand, have the strongest impact when individuals frequently switch between information sources. We also discuss how much the usage of independent information must be increased to counter the impact of correlation. Conclusions: The present model represents a first step toward more accurately capturing the complex mechanisms underlying collective decision-making in natural systems and reveals multiple ways in which the properties of environmental cues can impact collective behavior."
30,06418696aa6a8438b1920edf516d576a9d9b7baa,"Decentralization is a widespread concept across disciplines such as Economics, Political Science and Computer Science, which use it in distinct but overlapping ways. Here, we investigate the scholarly history of the term by analysing 425 k academic publications mentioning (de)centralization. We reveal that the fraction of papers on the topic has been exponentially increasing since the 1950s, with 1 author in 154 contributing to a paper on (de)centralization in 2021. We then cluster papers using both semantic and citation information and show that the topic has independently emerged in diﬀerent ﬁelds, while cross-disciplinary contamination started only more recently. Finally, focusing on the two most prominent clusters by number of papers and inﬂuence, we show how Blockchain has become the most inﬂuential ﬁeld about 10 years ago, while Governance dominated before the 1990s, and we characterize their interactions with other ﬁelds. Our results add a quantitative dimension to the history of a key yet elusive concept. Furthermore, the introduced framework is general and our publicly released pipeline may be used to run similar analyses on other concepts in the academic literature. keywords and the hierarchical tree resulting from the clustering algorithm."
31,5415a189cdf22e1a8134515a8ffbe792e1274c44,
32,4b48580ea277d83328864cc9976a4dbf89cfa81a,"Methoxpropamine (MXPr) is an arylcyclohexylamine dissociative drug structurally similar to 3-methoxyeticyclidine, ketamine and deschloroketamine, recently appeared in the European illegal market and was classified within the New Psychoactive Substances (NPS). Our study investigated the metabolism of MXPr to elucidate the distribution of the parent drug and its metabolites in body fluids and fur of 16 mice. After the intraperitoneal administration of MXPr (1, 3, and 10 mg/kg), urine samples from 8 male and 8 female mice were collected every hour for 6 consecutive hours and then at 12-24 hours intervals. Additionally, plasma samples were collected 24 hours after MXPr (1 and 3 mg/kg) administration. Urine and plasma were diluted 1:3 with acetonitrile/methanol (95:5), and directly injected into the UHPLC-QTOF-HRMS system. The phase-I and II metabolites were preliminarily identified by means of the fragmentation patterns and the exact masses of both their precursor and fragment ions. Lastly, the mice fur was analyzed following an extraction procedure specific for the keratin matrix. Desmethyl-MXPr-glucoronide was identified in urine as the main metabolite, detected up to 24 hours after administration. The presence of NorMXPr in urine, plasma and fur was also relevant, following a N-dealkylation process of the parent drug. Other metabolites that were identified in fur and plasma included Desmethyl-MXPr and Dihydro-MXPr. Knowledge of the MXPr metabolites evolution is likely to support their introduction as target compounds in NPS toxicological screening analysis on real samples, both to confirm intake and extend the detection window of the dissociative drug MXPr in the biological matrices."
33,11dd0e1bea184435d3624521d66daed9212301a2,
34,076fd6a92b4c0d9400b76952efa569b60f2d8ccc,"In 2009, the World Health Organization recognized the novel H1N1 influenza A virus as a pandemic infection. Since April 2009, thousands of cases of novel H1N1 influenza A infection have been reported worldwide, and they have resulted in thousands of deaths. South American countries were affected by this infection during their winter season, and Chile presented one of the highest incidence rates. We have recently managed a liver transplant patient who presented with a severe novel H1N1 influenza A infection in the early postoperative period and required prolonged mechanical ventilation. The early suspicion of this infection during the current pandemic influenza in Chile made possible a timely treatment with oseltamivir. We decided to report this case because no other cases of liver transplant patients affected by H1N1 influenza A have been reported so far. We intend to alert clinicians about this potentially devastating viral infection in view of the current pandemic scenario, and here we review some of the recommendations for its prevention, diagnosis, therapy, and possible complications. Liver Transpl, 2010. © 2010 AASLD."
35,ae060c0ce6cbcbfa4fa619442a75f658679522af,"Knowledge-sharing communities are a fundamental element of any knowledge-based society. Understanding how they emerge, function, and disappear is thus of crucial importance. Many social and economic factors inﬂuence sustainable knowledge-sharing communities. Here we explore the role of the structure of social interactions and social trust in the emergence of these communities. Using tools from complex network theory, we analyze the early evolution of social structure in four pairs of StackExchange communities, each corresponding to one active and one closed community on the same topic. We adapt the dynamical reputation model to quantify the evolution of social trust in these communities. Our analysis shows that active communities have higher local cohesiveness and develop stable and more strongly connected cores. The average reputation is higher in sustainable communities. In these communities, the trust between core members develops early and remains high over time. Our results imply that efforts to create a stable and trustworthy core may be crucial for building a sustainable knowledge-sharing community."
36,227aad34e51714cd039f54fdc55cd951fe4c3e71,"Technological progress is leading to proliferation and diversification of trading venues, thus increasing the relevance of the long-standing question of market fragmentation versus consolidation. To address this issue quantitatively, we analyze systems of adaptive traders that choose where to trade based on their previous experience. We demonstrate that only based on aggregate parameters about trading venues, such as the demand-to-supply ratio, we can assess whether a population of traders will prefer fragmentation or specialization towards a single venue. We investigate what conditions lead to market fragmentation for populations with a long memory and analyze the stability and other properties of both fragmented and consolidated steady states. Finally, we investigate the dynamics of populations with finite memory; when this memory is long the true long-time steady states are consolidated but fragmented states are strongly metastable, dominating the behavior out to long times."
37,22363e72207675796fe648668c730f75e98e718f,"We examine the patterns of medical preprint sharing on Twitter during the early stages of the COVID-19 pandemic. Our analysis demonstrates a stark increase in attention to medical preprints among the general public since the beginning of the pandemic. We also observe a political divide in medical preprint sharing patterns - a finding in line with previous observations regarding the politicisation of COVID-19-related discussions. In addition, we find that the increase in attention to preprints from the members of the general public coincided with the change in the social media-based discourse around preprints."
38,c93e31c9f631cf236659760ec0b4f0d7b531995d,
39,03ded7bc1a4935c7920a9a08b433bda578e61a88,"Objective: To perform systematic transcriptomic analysis of multiple sclerosis (MS) risk genes in peripheral blood mononuclear cells (PBMCs) of subjects with distinct MS stages and describe the pathways characterized by dysregulated gene expressions. Methods: We monitored gene expression levels in PBMCs from 3 independent cohorts for a total of 297 cases (including clinically isolated syndromes (CIS), relapsing-remitting MS, primary and secondary progressive MS) and 96 healthy controls by distinct microarray platforms and quantitative PCR. Differential expression and pathway analyses for distinct MS stages were defined and validated by literature mining. Results: Genes located in the vicinity of MS risk variants displayed altered expression in peripheral blood at distinct stages of MS compared with the healthy population. The frequency of dysregulation was significantly higher than expected in CIS and progressive forms of MS. Pathway analysis for each MS stage–specific gene list showed that dysregulated genes contributed to pathogenic processes with scientific evidence in MS. Conclusions: Systematic gene expression analysis in PBMCs highlighted selective dysregulation of MS susceptibility genes playing a role in novel and well-known pathogenic pathways."
40,18388a488b8c56bffa8c60805d32f69b355c4f59,"We released over 1 million tweets shared during 2019 and containing links to thousands of news articles published on two classes of Italian outlets: (1) disinformation websites, i.e. outlets which have been repeatedly flagged by journalists and fact-checkers for producing low-credibility content such as false news, hoaxes, click-bait, misleading and hyper-partisan stories; (2) fact-checking websites which notably debunk and verify online news and claims. The dataset, which includes also title and body for approximately 37k news articles, is publicly available at this https URL PGVDHX."
41,4640bc4f9302670f8c11cca1c79be1bab626b85d,"Social contagion is a ubiquitous and fundamental process that drives social changes. Although social contagion arises as a result of cognitive processes and biases, integration of cognitive mechanisms with the theory of social contagion remains as an open challenge. In particular, studies on social phenomena usually assume contagion dynamics to be either simple or complex , rather than allowing it to emerge from cognitive mechanisms, despite empirical evidence indicating that a social system can exhibit a spectrum of contagion dynamics—from simple to complex —simultaneously. Here, we propose a model of interacting beliefs as a unifying framework, from which both simple and complex contagion dynamics can organically arise. Our model also elucidates how a fundamental mechanism of complex contagion—resistance—can come about from cognitive mechanisms. Our model may oﬀer a unifying framework to study both simple and complex contagion dynamics in social systems."
42,655f6d05f08cfe8859de99755abeb954e2b9ecc2,"A BSTRACT The paper introduces a new dataset to assess the performance of machine learning algorithms in the prediction of the seriousness of injury in a trafﬁc accident. The dataset is created by aggregating publicly available datasets from the UK Department for Transport, which are drastically imbalanced with missing attributes sometimes approaching 50% of the overall data dimensionality. The paper presents the data analysis pipeline starting from the publicly available data of road trafﬁc accidents and ending with predictors of possible injuries and their degree of severity. It addresses the huge incompleteness of public data with a MissForest model. The paper also introduces two baseline approaches to create injury predictors: a supervised artiﬁcial neural network and a reinforcement learning model. The dataset can potentially stimulate diverse aspects of machine learning research on imbalanced datasets and the two approaches can be used as baseline references when researchers test more advanced learning algorithms in this area."
43,dc1306e6051b0be8256236e83af0d9be8586b5fd,"We propose a novel network epidemic model to elucidate the impact of deniers on the spread of epidemic diseases. Specifically, we study the spread of a recurrent epidemic disease, whose progression is captured by a susceptible–infected–susceptible model, in a population partitioned into two groups: cautious individuals and deniers. Cautious individuals may adopt self-protective behaviors, possibly incentivized by information campaigns implemented by public authorities; on the contrary, deniers reject their adoption. Through a mean-field approach, we analytically derive the epidemic threshold for large-scale homogeneous networks, shedding light onto the role of deniers in shaping the course of an epidemic outbreak. Specifically, our analytical insight suggests that even a small minority of deniers may jeopardize the effort of public health authorities when the population is highly polarized. Numerical results extend our analytical findings to heterogeneous networks."
